Name,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,Overall Rating
Kei Chinen,67,70,21,16,17,54,68,69,20,59,57,41,61,41,73,66,70,67,83,77,80,65,65,67,60,60,46,55,61,68
Sory Kaba,71,62,31,24,26,59,62,66,35,66,61,49,66,52,63,69,89,63,66,55,74,69,76,66,61,42,39,69,52,68
Bernardo Cuesta,62,55,33,17,11,38,66,70,22,56,67,58,62,40,67,78,71,74,72,68,84,73,66,78,63,38,55,70,58,68
Pedro Marques,66,64,23,13,20,54,70,70,30,57,64,38,54,40,73,68,70,68,77,75,68,67,70,70,64,70,44,69,69,68
Christoph Daferner,65,65,31,17,23,40,68,70,24,55,58,37,58,37,59,76,80,58,62,62,72,67,68,72,60,44,36,62,66,68
Andi Tahvon,72,73,22,18,12,49,67,67,18,60,59,63,64,41,73,69,72,66,63,68,70,67,71,65,67,62,32,66,58,68
Sam Surridge,67,66,22,23,26,58,65,73,21,49,66,33,57,31,59,70,78,59,65,64,66,67,70,71,58,42,31,64,64,68
Nicolás Leguizamón,67,68,28,29,44,67,66,69,33,66,69,53,67,57,70,69,71,59,71,74,69,67,72,69,62,41,33,57,67,68
Corulo Kakita,65,63,32,45,55,60,64,68,21,55,62,54,62,59,75,76,82,46,80,64,71,68,64,69,61,45,54,64,59,68
Ramon Lopes,70,69,34,32,27,44,62,67,29,63,60,65,64,58,59,67,82,45,51,71,63,68,78,68,75,58,62,60,62,68
David Lemos,64,67,31,21,22,33,64,72,20,64,67,62,58,59,82,68,71,78,76,70,73,59,67,72,68,58,59,70,65,68
Moses Ogbu,68,67,44,29,32,63,66,68,52,62,68,53,63,55,71,58,82,65,77,72,67,63,62,69,64,54,45,59,59,68
Walter González,66,70,38,15,22,51,66,72,17,58,59,51,51,37,62,68,71,50,63,62,80,74,73,67,64,63,45,66,69,68
Ian González,68,62,35,16,26,48,64,75,35,54,70,49,63,48,32,63,83,68,33,44,65,75,72,75,68,34,29,68,70,68
Jerry Zacharie,68,66,25,22,27,54,67,70,24,61,64,45,62,43,78,81,65,80,79,74,84,63,68,70,65,57,46,71,63,68
Chris Bedia,62,67,19,27,36,61,65,66,32,61,65,39,62,34,72,67,83,52,80,69,81,69,73,69,60,55,32,66,54,68
Jonatan Zhu J.Y.,65,60,26,19,23,75,67,71,25,59,59,38,59,43,73,68,81,52,70,70,72,69,71,69,59,48,59,66,61,68
Alexander Jeremejeff,66,62,33,17,21,36,67,70,18,70,69,32,64,40,65,65,86,40,68,64,35,70,59,72,55,60,44,65,57,68
Viðar Örn Kjartansson,63,62,23,16,29,54,74,75,25,54,71,35,58,35,59,54,72,70,62,48,62,68,70,69,63,56,56,64,67,68
Carrillo,65,68,44,23,19,47,62,67,25,63,55,63,70,45,68,71,51,59,64,60,81,73,73,71,70,45,50,75,63,68
Armando Sadiku,68,63,36,24,35,62,65,68,39,46,63,39,63,41,68,58,77,57,72,63,67,67,74,69,64,54,45,65,53,68
Renaud Emond,61,59,14,21,18,44,71,76,38,59,74,48,62,41,51,74,72,61,64,65,72,73,70,69,62,64,66,78,69,68
Tobías Figueroa,66,63,27,27,27,63,68,73,24,56,65,42,62,31,29,66,91,29,33,31,45,78,73,73,62,42,44,72,58,68
Claudio Riaño,70,66,19,15,16,48,67,65,16,65,58,59,68,64,72,70,72,71,69,72,67,72,72,65,62,55,44,70,71,68
Jack Marriott,66,62,20,15,25,50,66,72,22,58,78,41,61,45,85,70,66,83,78,82,79,61,70,72,60,48,35,64,65,68
Kwasi Wriedt,62,62,31,21,27,62,66,68,21,57,63,58,59,43,69,65,86,64,73,59,60,64,72,71,56,58,64,69,60,68
Achille Anani,67,65,20,17,20,41,67,63,29,55,53,57,61,44,89,70,66,77,89,75,71,62,67,71,65,55,45,65,59,68
Jamal Thiaré,69,67,20,18,20,39,64,70,12,56,64,52,62,50,82,76,72,78,85,87,80,61,69,68,63,49,46,67,61,68
Cephas Malele,68,64,42,23,21,72,57,66,22,47,68,37,56,38,82,80,87,65,83,74,83,67,70,69,53,56,41,71,60,68
Felix Lohkemper,69,70,31,21,25,44,63,69,28,54,59,54,64,47,79,65,63,74,83,71,90,59,69,68,58,58,40,57,63,68
Bruno Mendes,69,65,23,14,15,33,67,71,14,64,68,46,59,52,58,73,80,54,69,75,68,68,71,70,65,65,48,74,64,68
Saleh Al Shehri,67,61,26,23,19,61,72,71,20,52,66,38,60,37,64,64,83,48,64,67,84,71,66,71,55,52,37,70,66,68
Alhaji Kamara,66,65,28,28,28,74,64,68,28,54,64,47,57,44,78,70,84,75,78,72,85,67,69,67,55,57,42,58,60,68
Khalid Boutaïb,68,65,30,35,36,63,68,69,27,62,70,52,64,57,60,59,85,57,49,63,72,70,70,68,65,56,49,66,67,68
Per Frick,58,55,36,25,34,88,79,73,29,62,72,52,63,56,75,70,85,70,71,73,88,67,64,68,58,46,47,68,59,68
Oumar Niasse,66,67,19,24,23,64,64,70,35,56,63,56,61,35,66,50,71,67,67,68,67,70,71,68,66,61,39,65,66,68
Cole Stockton,66,64,32,12,34,68,66,69,25,59,65,41,59,49,67,82,81,72,69,65,84,65,72,69,70,52,57,60,68,68
Charlie Wyke,67,62,39,27,32,70,66,70,31,61,65,46,63,54,55,81,83,72,64,66,85,72,71,70,64,57,52,65,65,68
Héber,67,61,31,20,23,57,70,71,33,54,72,46,64,47,63,62,77,70,67,66,75,72,65,71,58,57,47,70,77,68
Thorsten Röcher,69,70,30,10,12,54,67,69,18,65,62,67,66,57,73,69,75,67,71,78,71,58,72,69,68,56,45,65,67,68
John-Joe Qasmi,67,62,12,35,28,66,69,75,41,48,65,42,56,42,53,55,80,52,63,63,69,63,73,70,59,43,45,67,64,68
Nicklas Helenius,68,65,42,15,22,46,67,68,25,63,68,32,61,55,56,68,84,41,62,52,31,64,70,71,65,65,64,70,64,68
Marco Tavares Desidério,68,66,24,22,16,46,63,68,31,60,67,43,59,54,85,63,71,75,79,80,83,60,68,69,64,63,57,70,65,68
Lukas Hinterseer,66,65,44,33,33,60,69,68,33,64,66,63,65,56,55,69,84,65,55,65,68,70,73,66,68,64,44,70,69,68
Mitchell Jeon Jin Woo,66,53,27,20,23,66,68,72,25,43,63,31,61,48,33,74,86,44,47,34,80,82,72,72,64,37,26,73,68,68
Kenneth Andoni López,68,67,17,11,18,71,65,68,37,48,66,38,57,38,54,53,88,33,69,51,34,68,76,68,61,49,58,71,67,68
Simon Makienok,69,61,34,19,18,70,67,71,24,49,66,30,66,49,35,48,89,31,34,34,63,80,72,69,66,43,38,70,66,68
Diego Falcinelli,69,67,20,15,15,45,68,72,20,58,69,32,64,54,62,54,69,63,55,64,69,67,70,69,64,45,33,65,65,68
Patrick Mortensen,68,64,28,25,30,64,70,76,26,60,73,39,67,40,54,79,85,51,54,61,88,72,68,68,57,38,33,78,65,68
Björn Bergmann Sigurðarson,71,70,31,24,39,68,68,67,42,64,69,64,65,44,76,61,78,76,75,80,76,66,68,70,66,63,48,67,65,69
Masciangelo,67,65,32,19,21,30,70,69,26,63,55,57,64,50,68,74,75,58,72,69,76,66,71,69,65,49,46,65,64,68
Manuel Schäffler,63,59,25,17,23,69,65,71,41,53,71,47,57,40,54,55,90,53,53,54,70,74,75,74,66,47,44,65,62,68
Martin Doležal,69,65,33,26,20,68,64,73,27,29,62,36,53,37,53,64,85,54,63,53,58,73,70,69,60,46,42,45,55,68
Artur Sobiech,70,65,19,24,32,70,63,70,32,61,68,55,65,36,62,64,75,59,69,67,85,71,71,70,61,43,51,71,59,68
Manu Barreiro,67,65,45,19,18,56,69,70,39,56,66,45,66,50,51,73,85,58,62,72,71,71,65,69,63,62,69,89,69,68
Wellington,68,64,31,26,46,75,66,67,24,59,70,56,63,45,52,72,93,32,48,52,75,78,73,69,58,58,43,62,66,68
Chris Martin,71,61,35,34,40,69,68,70,47,73,68,43,66,43,33,54,84,52,34,47,71,74,75,72,64,67,61,72,71,68
Jordan Rhodes,67,57,35,26,35,34,71,75,42,67,75,56,52,40,55,53,72,65,63,65,76,74,70,73,60,46,32,72,73,68
Sam Vokes,65,56,42,29,38,76,70,71,42,58,68,59,63,52,41,65,87,52,49,47,77,74,81,68,65,61,46,79,71,68
Jozy Altidore,63,65,22,17,34,72,64,68,32,64,65,46,61,50,64,60,85,53,65,59,69,71,76,68,66,68,69,70,69,68
Colin Kazim-Richards,58,66,21,42,43,78,68,66,17,63,58,65,68,67,50,53,90,51,53,60,82,74,79,68,72,64,64,65,68,68
Bobô,66,65,23,19,22,58,69,71,29,67,73,65,65,58,51,59,78,54,47,64,78,73,73,71,62,53,43,78,72,68
Milan Makarić,67,67,15,19,21,64,60,68,18,60,61,58,58,42,68,63,71,57,70,61,72,67,70,68,60,58,60,66,61,67
Tai Baribo,67,66,17,20,11,56,60,70,12,58,62,29,47,29,67,66,67,62,72,55,70,65,72,70,61,42,44,65,61,67
Karrikaburu,68,65,17,24,28,40,62,72,20,52,59,40,61,50,69,56,65,65,69,62,62,66,66,69,61,46,38,73,48,67
Alex Millán,63,67,33,31,31,33,60,69,32,49,56,50,63,39,69,64,66,63,69,65,68,66,69,72,65,46,50,61,59,67
Erik Shuranov,61,63,24,22,26,61,64,68,19,45,63,31,53,37,60,61,81,63,60,67,73,69,70,72,63,53,31,66,59,67
José Verdún,65,62,19,15,16,26,68,69,10,41,48,29,55,37,58,50,68,73,62,50,69,65,68,76,57,33,38,58,69,67
Eric Ramírez,60,61,20,16,37,62,64,65,13,50,55,33,66,32,66,59,78,58,69,65,55,75,71,66,67,35,42,66,69,67
Ali Alipour,63,62,22,13,17,45,67,70,17,54,69,42,56,43,76,70,60,64,74,73,80,69,71,68,62,51,48,63,69,67
Sékou Mara,66,65,18,19,23,49,64,68,22,47,65,40,57,45,70,64,71,57,73,66,79,74,64,67,60,48,41,62,56,67
Pape Ibnou Ba,68,66,24,19,20,39,62,68,20,66,63,47,54,36,70,72,77,80,73,67,70,65,72,68,69,49,52,68,62,67
Mamoudou Karamoko,62,67,28,21,27,65,64,64,21,67,63,55,62,40,81,65,83,51,83,69,71,61,68,65,60,48,41,60,62,67
Elkin Badji,67,67,26,18,21,63,63,62,28,60,58,46,61,36,68,68,76,53,76,62,67,70,74,66,51,36,38,63,58,67
Fernando Romero,60,64,21,20,19,58,65,62,20,60,48,36,69,46,64,63,72,64,66,60,76,65,66,75,68,33,49,69,65,67
Musa Juwara,69,78,25,25,29,62,70,67,28,61,60,53,67,49,82,59,43,71,85,75,55,55,64,69,62,39,32,61,48,67
Pape Habib Gueye,67,68,12,12,19,71,65,65,19,52,65,53,59,50,73,72,75,61,76,68,75,62,70,69,59,58,45,64,61,67
Alexis Blanco,75,65,41,30,47,49,69,59,42,55,52,48,58,49,73,74,83,64,66,70,70,71,59,67,64,39,38,72,59,67
Edson Rivas,65,59,14,16,12,32,59,69,11,41,63,38,65,55,72,68,65,73,76,70,72,70,60,73,65,35,65,65,65,67
Alejandro Cabeza,66,65,30,23,32,53,67,68,28,60,58,55,62,51,74,70,73,70,76,70,71,68,66,69,63,38,63,70,52,68
Alexander Schmidt,66,62,50,22,20,55,63,71,23,49,63,40,54,35,53,64,90,33,55,57,54,72,70,68,56,54,37,60,56,67
Blaž Kramer,65,63,39,25,29,64,59,66,32,61,63,45,58,53,71,61,85,65,75,65,80,68,74,64,58,55,33,66,59,67
Ellis Simms,63,64,19,19,24,63,62,68,21,52,65,45,58,44,75,64,78,66,74,68,62,64,68,69,58,55,51,64,60,67
Benjamin Santelli,71,68,19,21,29,50,62,65,16,53,55,47,61,51,87,70,65,68,79,81,51,59,70,71,54,40,58,62,51,67
Aurélien Scheidler,68,62,23,22,32,62,59,68,25,52,61,39,61,39,55,70,84,34,53,38,65,70,70,71,66,59,55,65,59,67
Folarin Balogun,67,67,18,16,15,49,66,67,18,47,64,40,62,50,79,63,67,64,76,74,56,57,66,69,59,43,37,58,62,67
André Luís,62,65,21,21,16,74,67,67,17,54,61,36,54,41,68,70,68,70,67,73,80,74,68,69,59,57,39,66,69,67
Hendrik Weydandt,62,58,23,28,36,65,64,65,24,56,55,30,54,34,68,70,91,35,81,47,69,74,71,66,50,36,33,50,64,67
Adolfo Gaich,63,64,24,28,26,44,64,73,19,61,71,48,64,43,66,68,80,48,68,63,71,73,69,66,56,47,41,66,55,67
Alfredo Stephens,67,70,13,18,14,51,67,68,19,61,62,39,65,58,73,70,56,69,75,66,57,56,70,70,69,41,70,70,53,67
Kemal Ademi,64,59,20,27,26,60,64,72,24,53,59,31,55,34,44,72,93,39,50,44,78,75,70,70,54,46,34,57,63,67
Oussama Darfalou,66,67,39,28,34,66,65,68,26,44,67,40,53,39,72,72,77,62,73,64,80,67,69,66,64,54,44,68,67,67
Ibrahima Koné,66,63,33,21,26,60,60,66,20,48,65,46,60,40,78,71,85,75,79,66,78,61,68,69,61,58,41,44,63,67
Mason Toye,63,62,35,18,23,63,62,68,19,42,59,41,51,35,65,50,74,46,78,68,69,66,70,70,70,51,28,69,52,67
David Otto,68,68,29,18,20,33,59,72,20,59,60,50,64,40,73,69,68,64,70,61,71,64,68,70,66,47,34,68,50,67
Stephen Odey,65,67,35,32,32,52,64,67,25,52,64,35,57,40,84,78,69,80,88,82,80,64,65,67,56,58,35,62,52,67
Julián Carranza,67,67,38,24,33,47,68,70,38,58,61,45,65,43,67,69,67,64,71,66,65,63,69,69,62,48,44,71,46,67
Nicolás Guerra,66,70,15,17,20,58,65,70,18,59,57,32,64,56,72,68,68,76,73,68,73,63,67,70,62,34,53,64,52,67
Shayne Lavery,64,66,19,30,17,40,68,68,16,49,59,45,56,42,79,61,58,77,75,79,66,63,69,70,63,54,40,67,63,67
Matheus Aiás,69,69,23,19,32,45,66,64,14,56,66,31,63,52,76,60,70,76,74,75,58,62,68,68,63,41,44,64,59,67
Aliou Badji,66,67,24,19,23,77,52,58,16,51,55,25,46,33,80,80,84,56,86,67,71,72,72,69,70,53,48,53,62,67
Cristian Colmán,64,65,32,25,23,78,64,68,20,52,60,39,57,38,71,68,78,76,78,73,85,72,71,64,58,56,49,64,63,67
Erik Expósito,65,63,22,23,26,25,64,66,29,57,63,58,63,60,65,70,82,58,69,63,71,67,70,67,69,41,51,61,60,67
Alfie May,64,66,29,34,37,76,66,69,51,62,66,58,63,55,87,88,63,82,82,83,70,57,68,68,63,63,64,63,62,67
Kévin Denkey,67,68,33,12,12,37,65,68,18,47,65,30,55,31,72,62,74,62,72,59,63,57,72,67,65,45,38,68,61,67
Darío Poveda,70,68,19,23,22,35,65,68,14,57,54,45,70,45,53,37,62,57,52,53,65,72,69,70,65,40,51,74,60,67
Patryk Klimala,65,63,20,31,36,74,63,68,19,48,57,40,56,39,80,69,73,72,83,72,70,68,70,66,53,59,32,58,55,67
Marc Gual,67,69,18,15,14,36,61,68,19,58,63,48,62,45,73,73,70,66,80,65,72,64,66,67,62,55,51,55,64,67
Claudio Silbeiro,63,68,16,48,38,66,62,68,44,53,58,41,53,49,70,75,69,63,73,70,79,66,64,72,67,47,48,55,72,67
Enzio Julião,69,66,17,42,39,58,65,72,32,68,72,37,63,51,69,71,74,57,73,72,67,65,58,70,62,47,48,61,59,67
Silvère Ganvoula,58,61,23,18,21,62,63,64,21,61,62,40,63,23,72,59,84,53,88,61,70,72,77,62,66,51,31,61,61,67
Giacomo Vrioni,71,68,23,21,16,64,61,64,21,58,62,39,57,51,68,65,71,62,80,64,58,63,68,72,63,61,62,74,66,67
Seifedin Chabbi,66,65,25,14,17,30,64,66,18,58,52,43,58,45,71,66,80,54,67,59,65,67,68,70,56,56,29,67,52,67
Jonaldo Santoso,66,64,18,42,33,56,58,72,39,43,75,49,58,45,51,62,71,51,67,41,70,71,74,70,60,46,54,61,67,67
Finn Stokkers,69,63,40,14,18,44,64,68,16,44,63,32,54,32,67,77,75,64,67,72,74,65,68,69,61,54,41,63,60,67
Christoph Monschein,66,66,28,15,12,71,67,69,10,58,63,48,57,38,81,60,65,73,85,76,76,61,68,69,58,52,35,69,62,67
Oh Se Hun,64,61,42,20,28,64,64,72,24,56,51,34,50,30,55,71,84,74,59,64,73,76,67,70,55,40,30,63,51,67
Gustavo Ramírez,64,65,35,30,34,32,60,70,18,57,59,36,59,55,75,65,59,70,76,72,64,61,64,76,70,45,56,64,58,67
Umut Nayir,69,62,18,19,13,61,70,74,19,55,50,47,45,33,55,63,84,46,52,59,70,76,70,66,59,32,45,65,64,67
Mauricio Affonso,67,66,35,30,30,73,61,65,15,65,68,60,66,63,66,78,84,54,67,53,66,73,67,65,63,68,63,68,63,67
Matty Taylor,65,64,22,24,22,60,66,69,24,64,59,49,62,53,69,69,63,83,72,79,80,65,69,68,62,64,44,67,63,67
Duckens Nazon,67,67,21,16,20,40,63,62,20,45,56,35,62,45,73,50,78,70,77,67,65,58,70,69,61,59,43,62,62,67
Elías Már Yang L N,67,69,33,24,38,67,59,70,38,58,62,54,58,48,85,80,67,63,80,75,70,58,63,70,56,52,38,51,58,67
Franco Soldano,67,64,40,33,47,68,70,71,31,69,70,35,57,45,70,84,75,68,66,69,80,74,66,65,60,61,41,62,64,67
Nerijus Valskis,67,60,25,33,28,50,60,68,23,60,61,55,61,49,67,76,80,65,62,64,84,68,69,69,63,59,56,62,66,67
Uche Ikpeazu,65,63,23,19,24,72,61,67,22,60,63,39,54,50,59,67,94,62,62,58,68,68,75,67,55,44,31,57,61,67
Dino Islamović,66,61,28,19,16,44,66,68,42,63,70,41,63,54,53,71,89,59,54,55,70,65,78,68,68,64,58,62,68,67
Lucas Albertengo,68,66,20,23,21,61,65,70,26,67,68,62,64,59,64,73,71,57,68,65,68,65,66,67,64,59,52,70,68,67
Rodrigo Contreras,68,64,32,21,25,57,65,69,36,54,61,34,64,50,68,74,80,68,73,66,70,60,68,68,65,48,50,62,54,67
Maximiliano Urruti,68,71,48,50,60,74,69,66,53,63,67,54,67,61,77,88,56,65,68,81,58,58,70,67,62,67,52,66,65,67
Paul Mullin,65,65,42,27,35,58,66,68,29,53,68,55,58,47,73,81,71,76,77,71,84,64,70,69,66,64,59,62,61,67
Alfio San Emeterio,67,70,38,48,43,60,62,66,35,61,63,59,64,60,74,71,72,67,76,74,68,61,71,64,65,65,45,84,66,67
Miguel Murillo,64,66,42,23,26,59,65,65,29,52,70,57,61,56,63,73,81,39,77,67,49,65,72,69,64,62,59,75,61,67
Mu Kanazaki,63,62,41,25,24,69,63,71,31,62,70,57,65,52,75,59,72,65,74,79,71,63,68,67,62,65,50,74,65,67
Jón Daði Böðvarsson,68,65,37,36,38,52,65,67,22,62,62,58,61,59,66,71,78,56,72,61,66,66,65,66,61,63,56,62,62,67
Adama Niane,66,66,13,15,14,55,64,66,12,50,65,39,62,38,72,67,69,71,70,80,77,65,70,67,65,54,47,68,64,67
Karol Angielski,64,62,27,14,16,52,59,68,27,54,63,42,61,53,75,71,80,65,71,79,90,65,69,69,56,54,50,66,57,67
Robin Ramírez,66,67,42,33,37,63,65,63,20,65,65,55,66,52,70,70,68,80,70,74,79,62,65,71,65,59,63,64,70,67
Sebastián Sosa Sánchez,66,62,21,19,14,60,67,70,20,51,54,33,56,33,58,64,74,61,59,60,63,71,65,73,62,39,43,62,47,67
Mitchell Duke,66,69,47,50,52,51,56,65,51,63,59,60,65,61,78,90,84,67,80,68,90,58,75,67,63,43,51,60,51,67
Neciu Cuchito,66,63,27,19,20,68,66,69,20,51,64,51,60,44,70,72,74,71,74,72,86,69,68,65,60,53,55,65,65,67
Freddie Ladapo,66,66,22,20,21,57,66,67,18,45,65,35,55,43,79,71,79,64,82,71,77,63,67,67,60,45,37,62,61,67
Rubén Bentancourt,62,61,35,12,14,38,65,69,38,53,60,54,56,38,75,73,64,59,75,67,77,73,63,71,59,54,57,69,69,67
Tomer Hemed,64,62,27,15,37,74,73,70,34,59,66,45,62,51,41,64,80,53,49,58,80,73,71,68,57,59,54,85,67,67
Chuks Aneke,68,68,45,51,54,64,60,66,53,65,70,54,66,61,55,34,92,56,63,55,84,67,69,69,65,58,59,60,59,67
Will Bruin,65,61,44,21,22,74,65,70,31,64,73,45,61,49,52,69,88,54,61,60,78,70,71,67,62,65,52,57,63,67
Dario Tadić,66,65,16,18,23,59,65,68,44,65,67,68,58,56,66,71,72,71,64,75,85,66,73,69,69,67,66,72,72,67
Suk Hyun Jun,68,66,41,22,37,77,65,69,29,55,63,58,59,47,54,64,74,43,55,65,70,71,76,67,69,67,65,61,67,67
Markus Pink,63,57,28,12,13,47,69,71,33,57,65,49,59,44,45,81,86,47,63,57,63,68,71,71,53,47,38,62,58,67
Milan Maki S.,65,54,28,20,24,59,71,71,30,46,71,55,59,43,52,67,92,30,53,33,69,81,67,67,60,54,53,68,64,67
Kléber,68,67,35,28,34,70,69,67,27,63,74,59,64,54,57,71,77,42,45,55,65,74,72,65,64,70,45,74,71,67
Ortuño,63,62,39,15,18,42,63,71,29,59,66,49,63,41,60,64,76,57,64,58,74,76,70,68,60,64,51,70,64,67
Aleksandar Prijović,67,64,28,29,33,69,70,71,31,55,72,44,64,53,61,60,82,40,55,49,74,71,67,67,61,52,58,66,65,67
Michiel Kramer,66,53,33,34,34,41,66,75,33,61,66,47,65,59,40,60,78,38,45,52,72,77,70,70,54,44,39,66,67,67
Wilmer Aguirre,68,68,38,41,47,67,68,67,23,64,67,58,63,55,71,58,67,70,70,70,80,62,72,67,63,62,55,57,56,67
Lukas Jutkiewicz,66,61,45,26,32,73,70,69,33,70,67,58,54,47,51,63,90,62,55,52,91,81,72,65,60,53,52,68,63,67
Fraizer Campbell,67,64,42,28,35,77,66,70,22,64,68,64,66,46,65,60,63,79,68,69,74,68,68,69,57,46,55,64,66,67
Cameron Jerome,65,62,42,32,42,74,67,68,42,53,65,44,57,39,55,63,78,58,66,64,78,68,70,68,62,66,55,65,68,67
Daniel Fila,66,63,27,23,22,70,63,67,19,56,68,44,58,36,73,55,69,53,74,70,54,64,70,66,62,42,36,55,61,66
Newton Williams,67,68,13,20,23,26,55,63,13,49,51,45,61,55,55,68,75,61,57,58,67,65,71,72,65,58,55,70,61,66
Alioune Ndour,63,59,20,23,26,65,65,66,23,53,48,31,55,49,66,70,80,48,68,57,64,72,75,65,60,33,31,59,48,66
Manfred Ugalde,66,66,30,22,24,52,63,67,16,60,60,35,61,49,80,62,39,85,78,76,66,66,69,69,64,59,49,63,62,66
Ali Akman,71,70,21,24,25,34,68,71,18,60,64,36,65,42,79,57,55,83,77,80,57,40,62,71,51,60,35,55,67,66
Daniel Pérez,66,64,33,15,15,62,67,62,22,55,51,33,38,28,59,68,76,56,72,61,58,69,65,72,61,55,48,61,61,66
Lautaro,70,67,13,13,16,35,60,62,15,48,47,27,60,40,69,52,75,55,62,55,69,65,62,72,66,40,47,59,60,66
Luca Schuler,63,63,23,30,33,55,62,59,31,51,55,29,57,28,84,62,74,47,86,54,66,68,67,68,61,48,38,57,62,66
Cameron Archer,63,65,22,21,18,53,67,67,22,55,65,44,61,46,74,61,67,81,69,70,69,61,68,69,61,56,47,58,61,66
Kaan Caliskaner,70,68,22,12,12,33,64,65,15,60,63,30,66,48,67,72,75,58,76,65,61,63,64,62,55,42,29,52,58,66
Pablo Abel Argañaraz,67,64,27,26,21,76,59,67,19,51,58,37,59,46,77,68,67,69,78,73,66,64,65,68,54,43,46,66,54,66
Jean-Philippe Krasso,67,68,16,17,14,33,64,65,12,63,63,53,65,53,68,54,70,54,65,58,70,63,64,67,60,61,44,68,63,66
Miguel Berry,65,72,23,24,22,63,62,70,25,53,62,29,58,38,68,69,73,48,73,58,67,63,70,66,51,57,46,54,58,66
Juan Cruz,62,61,20,25,29,53,59,68,19,45,57,29,57,51,62,55,73,63,65,55,71,69,66,72,61,37,48,66,64,66
Mao Hosoya,68,64,24,22,24,35,54,69,22,57,56,37,41,32,75,44,65,68,75,76,72,67,64,72,67,57,45,48,48,66
Ilya Shkurin,59,64,35,26,32,70,70,67,21,68,60,54,67,52,75,72,76,59,73,63,67,70,64,65,55,49,28,64,56,66
Raúl García,66,66,19,28,17,60,51,69,15,50,54,32,62,49,62,33,66,50,65,52,55,69,71,72,58,40,39,53,55,66
Thiago Vecino,68,58,19,19,26,41,58,69,31,60,62,40,62,48,60,64,52,59,66,65,77,73,63,72,57,74,76,78,72,66
Gabriel Fernández,60,61,40,35,40,81,63,64,60,63,62,55,61,60,71,66,88,58,81,66,74,76,64,63,60,35,55,66,61,66
Noriaki Fujimoto,68,63,29,20,25,53,66,71,24,61,66,53,61,45,73,59,64,71,76,70,68,54,68,66,64,61,56,66,67,66
Stiven Plaza,65,64,26,25,18,60,66,64,17,50,60,55,57,49,70,66,75,67,75,70,70,66,69,67,56,60,50,63,60,66
Alexander Díaz,70,64,27,31,28,56,62,67,29,55,74,45,59,36,76,65,74,81,71,73,67,68,68,65,55,44,33,52,50,66
Charlis Ortiz,50,60,14,10,15,35,69,61,10,46,49,29,55,27,68,53,75,60,65,61,62,72,73,74,73,30,50,70,61,66
Alfredo Stephens,67,70,13,18,14,51,67,68,19,61,62,39,65,58,73,70,56,69,75,66,57,56,70,70,69,41,70,70,53,67
Sydney Leat,65,62,27,17,22,57,57,63,17,52,55,50,59,43,75,64,72,55,76,64,70,61,75,65,69,74,73,67,62,66
Fraser Hornby,66,64,19,19,21,65,61,63,16,53,58,35,60,44,55,58,83,36,66,38,67,69,70,68,67,53,49,59,58,66
Ayo Akinola,59,58,12,13,19,63,56,66,18,46,60,43,54,43,79,50,82,66,84,70,75,60,70,69,59,57,34,61,58,66
Roberto Charman,71,59,13,13,14,60,57,64,11,46,58,40,64,48,67,64,84,70,72,68,71,64,72,63,70,40,39,72,59,66
A. Pabón Celar,67,67,24,22,21,63,56,70,23,49,55,47,52,46,74,70,71,65,70,69,71,66,62,70,56,41,35,65,45,66
Malik Tchokounté,65,62,13,24,21,65,55,74,17,60,64,40,62,37,36,68,91,52,44,57,69,77,67,70,61,55,41,63,63,66
Alberto Ocejo,67,67,43,31,35,37,58,66,26,62,51,55,68,55,75,62,68,68,74,77,58,60,71,64,59,57,61,54,52,66
Brian Rubio,66,66,23,23,21,82,60,67,21,53,59,45,59,42,76,72,82,66,73,75,76,70,64,65,60,47,35,66,55,66
Mo Eisa,65,66,29,17,15,36,65,67,18,55,64,53,54,30,86,74,68,60,83,72,70,58,65,67,59,56,60,58,57,66
Wilfried Kanga,72,69,19,18,15,55,57,65,28,58,59,65,61,57,73,33,80,51,72,69,62,66,65,66,55,53,37,58,55,66
Stefan Schimmer,64,59,30,23,23,69,65,70,20,40,59,37,55,33,64,65,77,61,67,66,82,65,70,70,57,57,45,60,67,66
Jovan Marković,67,66,30,32,36,64,58,66,33,59,68,43,56,52,73,62,77,72,75,77,75,64,66,67,56,60,47,55,49,66
Daniel Florea,64,66,16,35,32,62,67,67,32,57,65,52,61,55,74,77,52,88,69,79,76,63,67,68,65,61,63,68,59,66
George Hirst,64,60,38,25,19,62,64,67,19,53,66,40,57,31,73,74,79,65,78,67,74,66,69,66,55,37,31,64,60,66
Daniel Udoh,65,63,40,32,39,59,65,66,31,53,58,49,58,47,83,76,82,76,81,81,74,61,64,66,61,49,41,58,58,66
Shun Nagasawa,68,66,33,23,26,30,62,72,11,41,52,42,64,32,35,72,89,31,43,37,48,69,68,67,70,55,42,63,69,66
Vladyslav Kulach,68,67,18,16,29,43,68,68,26,43,49,42,67,46,70,70,64,69,75,72,61,59,60,69,64,36,25,71,49,66
Dalmau,64,64,45,27,33,45,63,70,34,53,67,53,56,41,68,60,59,65,66,70,70,72,68,69,67,62,47,68,63,66
